200,-0.051501,0,-0.23,0,0,644.45,0,109.32,-0.051539,0.010686,0.23,0.0017664,23.453,465.35,1,171.06
200,0.10051,0,-0.23,0,0,644.45,0,199.81,0.10043,8.1117e-05,0.23,-0.66377,0.64091,644.12,1,0.41471
200,-0.06293,0,-0.23,0,0,644.45,0,115.05,-0.061251,0.0015588,0.23,3.8531,7.8058,478.61,1,162.32
200,0.034461,0,-0.23,0,0,644.45,0,94.82,0.03084,-0.0051004,0.23,-13.043,-17.631,431.79,1,191.81
200,0.030893,0,-0.23,0,0,644.45,0,94.428,0.026566,-0.0091081,0.23,-8.2681,-20.949,430.82,1,192.34
200,-0.05749,0,-0.23,0,0,644.45,0,113.58,-0.060228,-0.00206,0.23,-8.861,-5.8053,475.32,1,164.59
200,-0.050844,0,-0.23,0,0,644.45,0,109.66,-0.052911,-0.0065338,0.23,1.3895,-13.44,466.49,1,170.56
200,0.038344,0,-0.23,0,0,644.45,0,95.818,0.033979,0.0076817,0.23,-12.266,15.434,434.28,1,190.44
200,-0.04081,0,-0.23,0,0,644.45,0,100.79,-0.035984,0.0015009,0.23,14.062,3.1889,446.2,1,183.51
200,-0.047525,0,-0.23,0,0,644.45,0,100.75,-0.061823,0.0017739,0.23,-22.624,-6.0796,445.72,1,183.56
200,0.098769,0,-0.23,0,0,644.45,0,186.97,0.10136,-0.0032736,0.23,7.4982,-9.2344,621.02,1,28.609
200,0.12977,0,-0.23,0,0,644.45,0,199.79,0.13009,-3.6264e-05,0.23,0.87265,-0.29309,644.07,1,0.47745
200,-0.089915,0,-0.23,0,0,644.45,0,156.33,-0.087885,0.0027026,0.23,5.0679,8.0741,563.65,1,90.774
200,-0.0936,0,-0.23,0,0,644.45,0,166.39,-0.095809,-0.0038933,0.23,-6.9538,-10.729,582.88,1,71.173
200,-0.035994,0,-0.23,0,0,644.45,0,98.067,-0.033466,-0.0047493,0.23,9.2688,-16.278,439.65,1,187.34
200,-0.1047,0,-0.23,0,0,644.45,0,199.78,-0.10507,-0.00030318,0.23,-0.17001,-0.16017,644.05,1,0.49762
200,0.097698,0,-0.23,0,0,644.45,0,179.09,0.09948,0.0015052,0.23,5.4679,4.4398,606.71,1,45.281
200,-0.091086,0,-0.23,0,0,644.45,0,160.7,-0.089924,0.0010036,0.23,3.8097,1.4997,572.16,1,82.351
200,0.093973,0,-0.23,0,0,644.45,0,168.41,0.089615,0.0025755,0.23,-13.595,7.6061,586.64,1,67.134
